,track,artist,album,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
59,I Made It (Cash Money Heroes),Kevin Rudolf,To The Sky,6H2wnX7ytNeCKERIVqCwgs,0.592,0.944,7,-2.94,1,0.111,0.043,0.0,0.365,0.574,124.42,audio_features,6H2wnX7ytNeCKERIVqCwgs,spotify:track:6H2wnX7ytNeCKERIVqCwgs,https://api.spotify.com/v1/tracks/6H2wnX7ytNeCKERIVqCwgs,https://api.spotify.com/v1/audio-analysis/6H2wnX7ytNeCKERIVqCwgs,249547,5
60,OMG (feat. will.i.am),Usher,Raymond v Raymond (Expanded Edition),1bM50INir8voAkVoKuvEUI,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,audio_features,1bM50INir8voAkVoKuvEUI,spotify:track:1bM50INir8voAkVoKuvEUI,https://api.spotify.com/v1/tracks/1bM50INir8voAkVoKuvEUI,https://api.spotify.com/v1/audio-analysis/1bM50INir8voAkVoKuvEUI,269493,4
61,Criminal,Britney Spears,Femme Fatale (Deluxe Version),6T689Jvh5KrSXyaPtUWZtQ,0.696,0.734,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,audio_features,6T689Jvh5KrSXyaPtUWZtQ,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/tracks/6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/audio-analysis/6T689Jvh5KrSXyaPtUWZtQ,225080,4
62,Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,0Oqc0kKFsQ6MhFOLBNZIGX,0.649,0.538,7,-11.196,0,0.0519,0.372,0.00632,0.0951,0.496,144.979,audio_features,0Oqc0kKFsQ6MhFOLBNZIGX,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/tracks/0Oqc0kKFsQ6MhFOLBNZIGX,https://api.spotify.com/v1/audio-analysis/0Oqc0kKFsQ6MhFOLBNZIGX,202193,4
63,in love with a view (you),dust and moonlight,in love with a view (you),3c11Ky9ZYkU4H1e1Teqd96,0.394,0.277,8,-13.168,1,0.0652,0.238,0.865,0.199,0.156,160.11,audio_features,3c11Ky9ZYkU4H1e1Teqd96,spotify:track:3c11Ky9ZYkU4H1e1Teqd96,https://api.spotify.com/v1/tracks/3c11Ky9ZYkU4H1e1Teqd96,https://api.spotify.com/v1/audio-analysis/3c11Ky9ZYkU4H1e1Teqd96,105000,4
64,Watermelon Sugar,Harry Styles,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,audio_features,1e9oZCCiX42nJl0AcqriVo,spotify:track:1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/tracks/1e9oZCCiX42nJl0AcqriVo,https://api.spotify.com/v1/audio-analysis/1e9oZCCiX42nJl0AcqriVo,174000,4
65,Bonfire,Childish Gambino,Camp,799f6Ih1Pu4AUApMyXhxUc,0.506,0.745,8,-6.044,1,0.331,0.0594,0.0,0.341,0.311,161.808,audio_features,799f6Ih1Pu4AUApMyXhxUc,spotify:track:799f6Ih1Pu4AUApMyXhxUc,https://api.spotify.com/v1/tracks/799f6Ih1Pu4AUApMyXhxUc,https://api.spotify.com/v1/audio-analysis/799f6Ih1Pu4AUApMyXhxUc,192947,4
66,Za Krokiem Krok,Cleo,Za Krokiem Krok,5DKSECM4neAXyARdf1NFy4,0.579,0.792,8,-3.193,1,0.221,0.088,0.0,0.192,0.77,208.092,audio_features,5DKSECM4neAXyARdf1NFy4,spotify:track:5DKSECM4neAXyARdf1NFy4,https://api.spotify.com/v1/tracks/5DKSECM4neAXyARdf1NFy4,https://api.spotify.com/v1/audio-analysis/5DKSECM4neAXyARdf1NFy4,215192,4
67,You See Me,Childish Gambino,Camp,6Rs79BpoJYdQpbMXP41I3B,0.672,0.804,2,-6.685,1,0.534,0.048,0.0,0.0831,0.686,69.748,audio_features,6Rs79BpoJYdQpbMXP41I3B,spotify:track:6Rs79BpoJYdQpbMXP41I3B,https://api.spotify.com/v1/tracks/6Rs79BpoJYdQpbMXP41I3B,https://api.spotify.com/v1/audio-analysis/6Rs79BpoJYdQpbMXP41I3B,195373,4
68,This Way,Khalid,This Way,6fbYL76UWbHdYq4B91TPQi,0.62,0.282,5,-10.533,0,0.0464,0.694,0.0,0.119,0.193,124.609,audio_features,6fbYL76UWbHdYq4B91TPQi,spotify:track:6fbYL76UWbHdYq4B91TPQi,https://api.spotify.com/v1/tracks/6fbYL76UWbHdYq4B91TPQi,https://api.spotify.com/v1/audio-analysis/6fbYL76UWbHdYq4B91TPQi,211205,3
69,Roses,SAINt JHN,Collection One,7fPuWrlpwDcHm5aHCH5D9t,0.784,0.721,8,-5.457,1,0.0506,0.0149,0.00424,0.285,0.895,121.966,audio_features,7fPuWrlpwDcHm5aHCH5D9t,spotify:track:7fPuWrlpwDcHm5aHCH5D9t,https://api.spotify.com/v1/tracks/7fPuWrlpwDcHm5aHCH5D9t,https://api.spotify.com/v1/audio-analysis/7fPuWrlpwDcHm5aHCH5D9t,176219,4
